frame_no,old_axis,old_origin,new_axis,new_origin,axis_difference (deg)
60360,"[-0.010845499143055548, 0.013292402333330955, 0.01854158606111156]","[10.821187446491667, 16.87009955902362, 8.253698367468056]",[-0.58579833 -0.14175383  1.        ],"[10.821187446491667, 16.87009955902362, 8.253698367468056]",38.72301809538778
60370,"[-0.004785983352780576, 0.012973290851380881, 0.01863686299167]","[10.810341947348611, 16.88339196135695, 8.272239953529168]",[-0.57291314 -0.13038172  1.        ],"[10.810341947348611, 16.88339196135695, 8.272239953529168]",42.99284494283497
60380,"[-0.0012004190777776813, 0.010324287501390472, -0.012513766268048343]","[10.80555596399583, 16.89636525220833, 8.290876816520838]",[ 0.60054694  0.12449399 -1.        ],"[10.80555596399583, 16.89636525220833, 8.290876816520838]",46.73880393482265
60390,"[-0.014892735826393277, -0.0014121952930530313, -0.008987248587503771]","[10.806756383073608, 16.88604096470694, 8.303390582788886]",[-0.62619936 -0.13271374  1.        ],"[10.806756383073608, 16.88604096470694, 8.303390582788886]",88.54540271810203
60400,"[-0.007713178706939772, -0.0043018980500058035, -0.008377589677774466]","[10.821649118900002, 16.887453159999993, 8.31237783137639]",[ 0.65967866  0.14620325 -1.        ],"[10.821649118900002, 16.887453159999993, 8.31237783137639]",79.56691993508043
60410,"[0.009351510759719517, -0.02043270872221825, 0.019337972666665593]","[10.829362297606941, 16.89175505805, 8.320755421054164]",[-0.63436919 -0.14728939  1.        ],"[10.829362297606941, 16.89175505805, 8.320755421054164]",62.35557559094277
60420,"[0.014956892955556356, -0.008423884198613507, 0.020243811733331896]","[10.820010786847222, 16.912187766772217, 8.301417448387499]",[-0.59951386 -0.14187467  1.        ],"[10.820010786847222, 16.912187766772217, 8.301417448387499]",66.41744804197822
60430,"[0.00884801579999639, -0.016040259798611345, 0.0008483331888857748]","[10.805053893891666, 16.92061165097083, 8.281173636654167]",[ 0.62998641  0.14042302 -1.        ],"[10.805053893891666, 16.92061165097083, 8.281173636654167]",83.49329485263856
60440,"[-0.002727521259723531, -0.008180776926391076, -0.009677193538886186]","[10.79620587809167, 16.93665191076944, 8.28032530346528]",[ 0.64023426  0.13689299 -1.        ],"[10.79620587809167, 16.93665191076944, 8.28032530346528]",63.92007689161823
60450,"[-0.005594020772219821, -0.002655561111115645, -0.010369814402778843]","[10.798933399351393, 16.944832687695833, 8.290002497004167]",[ 0.63056974  0.13879295 -1.        ],"[10.798933399351393, 16.944832687695833, 8.290002497004167]",63.2372751988788
60460,"[-0.0008989340347262953, 0.013085743930560056, 0.004824855668056571]","[10.804527420123613, 16.94748824880695, 8.300372311406946]",[-0.56421084 -0.13909907  1.        ],"[10.804527420123613, 16.94748824880695, 8.300372311406946]",77.45187049947592
60470,"[0.0012385558750089842, -0.009794806875000006, -0.006948045958329985]","[10.805426354158339, 16.934402504876388, 8.29554745573889]",[ 0.58447953  0.14716867 -1.        ],"[10.805426354158339, 16.934402504876388, 8.29554745573889]",63.76805431099403
60480,"[-0.009476016093048045, 0.020039928041665434, 0.014623065280558123]","[10.80418779828333, 16.944197311751388, 8.30249550169722]",[-0.59975604 -0.15012503  1.        ],"[10.80418779828333, 16.944197311751388, 8.30249550169722]",56.35588113272251
60490,"[0.011281654980551892, 0.021206625141669377, -0.0031956306430540593]","[10.794711782190282, 16.964237239793054, 8.317118566977777]",[ 0.59857487  0.1466082  -1.        ],"[10.794711782190282, 16.964237239793054, 8.317118566977777]",62.69450779497465
60500,"[-0.0024702457083378704, -0.004531828231947088, -0.022589624229166105]","[10.805993437170834, 16.985443864934723, 8.313922936334723]",[ 0.53382189  0.14289713 -1.        ],"[10.805993437170834, 16.985443864934723, 8.313922936334723]",38.83193627384185
60510,"[0.0007499877027754565, 0.012391654444446232, -0.008578769470833691]","[10.803523191462496, 16.980912036702776, 8.291333312105557]",[ 0.50314569  0.15411215 -1.        ],"[10.803523191462496, 16.980912036702776, 8.291333312105557]",50.41494614202714
60520,"[-0.016834242497221652, 0.009505899961112618, 0.020002587279162043]","[10.80277320375972, 16.96852038225833, 8.299912081576391]",[-0.44333923 -0.15587376  1.        ],"[10.80277320375972, 16.96852038225833, 8.299912081576391]",32.28825793749746
60530,"[-0.010088471130558219, -0.02252721780833511, -0.007081910875003317]","[10.785938961262499, 16.978026282219442, 8.319914668855553]",[-0.44275298 -0.15976648  1.        ],"[10.785938961262499, 16.978026282219442, 8.319914668855553]",88.0133539996398
60540,"[0.006241377141666504, 0.015234074637504591, 0.0029033929875001974]","[10.796027432393057, 17.000553500027777, 8.326996579730556]",[ 0.41943169  0.16412635 -1.        ],"[10.796027432393057, 17.000553500027777, 8.326996579730556]",83.06189453845408
60550,"[0.012334207055554103, 0.016016006181935438, 0.007046836684720503]","[10.802268809534723, 17.015787574665282, 8.329899972718056]",[ 0.46170149  0.18019777 -1.        ],"[10.802268809534723, 17.015787574665282, 8.329899972718056]",86.31908776671544
60560,"[-0.01962820241666563, 0.006018108036112579, 0.012744458074996246]","[10.814603016590278, 17.031803580847217, 8.336946809402777]",[-0.45883765 -0.18548163  1.        ],"[10.814603016590278, 17.031803580847217, 8.336946809402777]",40.06397675591216
60570,"[0.012408000687495147, 0.018836104816667643, -0.0058138982111053394]","[10.794974814173612, 17.03782168888333, 8.349691267477773]",[ 0.47637769  0.18425427 -1.        ],"[10.794974814173612, 17.03782168888333, 8.349691267477773]",54.48139369618493
60580,"[-0.012815306263888715, -0.0029552456958192863, -0.00834312173750007]","[10.807382814861107, 17.056657793699998, 8.343877369266668]",[ 0.46216337  0.18314123 -1.        ],"[10.807382814861107, 17.056657793699998, 8.343877369266668]",83.79774665652843
60590,"[0.010839322691671427, -0.002857735087516744, -0.007856117361107806]","[10.794567508597218, 17.05370254800418, 8.335534247529168]",[ 0.48318392  0.19641471 -1.        ],"[10.794567508597218, 17.05370254800418, 8.335534247529168]",35.73334982323616
60600,"[-0.004321000172222256, 0.0033357350930636187, 0.011489834002773591]","[10.80540683128889, 17.05084481291666, 8.32767813016806]",[-0.47939774 -0.21015492  1.        ],"[10.80540683128889, 17.05084481291666, 8.32767813016806]",26.402312030829368
60610,"[0.01613217066944017, 0.014394207486116528, -0.002918762266665098]","[10.801085831116668, 17.054180548009725, 8.339167964170834]",[ 0.45194803  0.21865604 -1.        ],"[10.801085831116668, 17.054180548009725, 8.339167964170834]",56.82784012353542
60620,"[-0.003093345030555028, -0.012247525834727213, -0.00039199117083654755]","[10.817218001786108, 17.068574755495842, 8.336249201904169]",[-0.40142514 -0.21495123  1.        ],"[10.817218001786108, 17.068574755495842, 8.336249201904169]",75.47696491729866
60630,"[0.01389207581666696, -0.013339965086107242, -0.008360901341662341]","[10.814124656755553, 17.056327229661115, 8.335857210733332]",[ 0.39483884  0.21335008 -1.        ],"[10.814124656755553, 17.056327229661115, 8.335857210733332]",61.44721283362296
60640,"[-0.005157726506947569, -0.0015274187666669548, 0.003672664426382255]","[10.82801673257222, 17.042987264575007, 8.32749630939167]",[-0.41033531 -0.21796495  1.        ],"[10.82801673257222, 17.042987264575007, 8.32749630939167]",31.526544108088245
60650,"[0.008045341752783486, 0.014303004461098112, -0.0022560989458302316]","[10.822859006065272, 17.04145984580834, 8.331168973818052]",[ 0.39867776  0.21894674 -1.        ],"[10.822859006065272, 17.04145984580834, 8.331168973818052]",61.814991211122965
60660,"[0.0044659053027746864, -0.009536789534724477, 0.010381564474997163]","[10.830904347818056, 17.05576285026944, 8.328912874872222]",[-0.37438066 -0.22111527  1.        ],"[10.830904347818056, 17.05576285026944, 8.328912874872222]",47.86267702893215
60670,"[0.012170476812503495, -0.001295351131936684, -0.0034563376652734235]","[10.83537025312083, 17.046226060734714, 8.339294439347219]",[ 0.33241227  0.21731598 -1.        ],"[10.83537025312083, 17.046226060734714, 8.339294439347219]",58.153113466817764
60680,"[-0.016118846841667533, -0.0020419575638790377, 0.02377216220138756]","[10.847540729933334, 17.044930709602777, 8.335838101681945]",[-0.34038154 -0.21979608  1.        ],"[10.847540729933334, 17.044930709602777, 8.335838101681945]",17.018116298129712
60690,"[0.0019945597124984005, -0.006219638094435709, -0.00017321773471756785]","[10.831421883091666, 17.0428887520389, 8.359610263883333]",[-0.34816838 -0.22475912  1.        ],"[10.831421883091666, 17.0428887520389, 8.359610263883333]",85.70038195052466
60700,"[-0.0007572113361113963, 0.016442531066669375, 0.0017633558736100952]","[10.829427323379168, 17.049108390133334, 8.35978348161805]",[ 0.40641023  0.23934783 -1.        ],"[10.829427323379168, 17.049108390133334, 8.35978348161805]",84.15358199604259
60710,"[-0.01455157007638519, 0.021556463488892064, 0.02117335398055431]","[10.83018453471528, 17.032665859066665, 8.35802012574444]",[-0.37221774 -0.24142736  1.        ],"[10.83018453471528, 17.032665859066665, 8.35802012574444]",54.34710931164492
60720,"[0.005547283349999432, 0.01291147857777375, -0.005255173301394578]","[10.844736104791664, 17.011109395577773, 8.336846771763886]",[ 0.36401534  0.24048545 -1.        ],"[10.844736104791664, 17.011109395577773, 8.336846771763886]",50.646801642472596
60730,"[0.023092913059720388, -0.0028042334111226808, -0.019136150301385157]","[10.839188821441665, 16.998197917, 8.34210194506528]",[ 0.33985754  0.24694726 -1.        ],"[10.839188821441665, 16.998197917, 8.34210194506528]",36.416784301221234
60740,"[0.002245822911115525, 0.007415502000007734, -0.008583373347221368]","[10.816095908381945, 17.00100215041112, 8.361238095366666]",[ 0.3762625   0.26468578 -1.        ],"[10.816095908381945, 17.00100215041112, 8.361238095366666]",26.49640240880131
60750,"[-0.005900981176390374, 0.011261527184721842, 0.010052147375001041]","[10.813850085470829, 16.993586648411114, 8.369821468713887]",[-0.34519213 -0.26786959  1.        ],"[10.813850085470829, 16.993586648411114, 8.369821468713887]",59.14018374233753
60760,"[-0.008720471045839062, -0.005385855568057707, -0.011118457483336286]","[10.81975106664722, 16.982325121226392, 8.359769321338886]",[ 0.35043365  0.27233267 -1.        ],"[10.81975106664722, 16.982325121226392, 8.359769321338886]",66.50483866649802
60770,"[-0.010449805904162446, -0.010652078497209061, -0.0165415195013896]","[10.828471537693058, 16.98771097679445, 8.370887778822222]",[ 0.35063527  0.26487226 -1.        ],"[10.828471537693058, 16.98771097679445, 8.370887778822222]",65.59039599192286
60780,"[0.01719440616388823, -0.006491551013898089, 0.007175866788891483]","[10.838921343597221, 16.99836305529166, 8.387429298323612]",[-0.37788785 -0.270519    1.        ],"[10.838921343597221, 16.99836305529166, 8.387429298323612]",83.57564086050022
60790,"[-0.002297607497226295, -0.00015102061944105571, 0.026791386573611575]","[10.821726937433333, 17.004854606305557, 8.38025343153472]",[-0.36105884 -0.27357012  1.        ],"[10.821726937433333, 17.004854606305557, 8.38025343153472]",20.437546471916267
60800,"[0.009888190786110584, 0.004727484644440949, 0.002059384240279627]","[10.824024544930559, 17.005005626924998, 8.353462044961109]",[ 0.34369966  0.27999432 -1.        ],"[10.824024544930559, 17.005005626924998, 8.353462044961109]",77.39137032372815
60810,"[0.012447470633331292, -0.019268613424998193, 0.014378643116671697]","[10.814136354144448, 17.000278142280557, 8.35140266072083]",[-0.3366684  -0.27283487  1.        ],"[10.814136354144448, 17.000278142280557, 8.35140266072083]",58.43556505692889
60820,"[-0.013458458966669085, -0.024262216886118182, -0.0017689120833352945]","[10.82658382477778, 16.98100952885556, 8.365781303837501]",[-0.37177926 -0.28239421  1.        ],"[10.82658382477778, 16.98100952885556, 8.365781303837501]",70.80811694611053
60830,"[0.017251103905556064, -0.033277608951387094, -0.009031216369438155]","[10.81312536581111, 16.95674731196944, 8.364012391754166]",[ 0.42548254  0.29673761 -1.        ],"[10.81312536581111, 16.95674731196944, 8.364012391754166]",81.39798894812012
60840,"[-0.005816675112502168, -0.007822683633325056, -0.024648550943059178]","[10.830376469716667, 16.923469703018053, 8.354981175384728]",[ 0.4237437   0.31607046 -1.        ],"[10.830376469716667, 16.923469703018053, 8.354981175384728]",48.89539481885361
60850,"[0.009175395834727595, -0.0021207308583335305, -0.012234474056945999]","[10.824559794604165, 16.91564701938473, 8.330332624441668]",[ 0.4208851   0.32064574 -1.        ],"[10.824559794604165, 16.91564701938473, 8.330332624441668]",28.044012763921977
60860,"[-0.02443898642222564, 0.011312109166663475, -0.006371631365281516]","[10.833735190438892, 16.913526288526395, 8.318098150384722]",[-0.41673776 -0.32681216  1.        ],"[10.833735190438892, 16.913526288526395, 8.318098150384722]",89.78760773746369
60870,"[-0.0030605965625003506, 0.003999383273612267, 0.01352493008471889]","[10.809296204016666, 16.92483839769306, 8.311726519019441]",[-0.45863193 -0.32760783  1.        ],"[10.809296204016666, 16.92483839769306, 8.311726519019441]",34.710601117328316
60880,"[0.019890330754169128, 0.004945440076383534, 0.004347414908332681]","[10.812356800579167, 16.920839014419446, 8.298201588934722]",[ 0.47965929  0.3405707  -1.        ],"[10.812356800579167, 16.920839014419446, 8.298201588934722]",73.56517155201622
60890,"[-0.020681053237503022, -0.002642276748606065, -0.0014448640638864418]","[10.792466469824998, 16.915893574343063, 8.29385417402639]",[-0.53202534 -0.34433224  1.        ],"[10.792466469824998, 16.915893574343063, 8.29385417402639]",64.97145182208064
60900,"[-0.010431092186109936, 0.012152245988879429, 0.01521440172361288]","[10.8131475230625, 16.91853585109167, 8.295299038090276]",[-0.52748381 -0.35098315  1.        ],"[10.8131475230625, 16.91853585109167, 8.295299038090276]",51.01577833324296
60910,"[0.014676254606941441, -0.009864541597213616, -0.00600825524583648]","[10.80271643087639, 16.930688097080548, 8.310513439813889]",[ 0.52018984  0.35531782 -1.        ],"[10.80271643087639, 16.930688097080548, 8.310513439813889]",62.65959691528157
60920,"[0.021621692104160317, 0.005149296526386848, 0.0015770537597195045]","[10.817392685483332, 16.920823555483334, 8.304505184568052]",[ 0.52438105  0.36420279 -1.        ],"[10.817392685483332, 16.920823555483334, 8.304505184568052]",63.88567366247651
60930,"[-0.016368262418049895, -0.005313094681945074, 0.004356378473609368]","[10.795770993379172, 16.915674258956948, 8.302928130808333]",[-0.523429  -0.3543246  1.       ],"[10.795770993379172, 16.915674258956948, 8.302928130808333]",45.16624125833599
60940,"[0.01541491040277343, -0.007096467672226936, -0.0155107764874991]","[10.812139255797222, 16.920987353638893, 8.298571752334723]",[ 0.51496342  0.35661651 -1.        ],"[10.812139255797222, 16.920987353638893, 8.298571752334723]",39.54909903217982
60950,"[-0.01738274106944182, -0.0041367399458209775, 0.007259356120830063]","[10.796724345394448, 16.92808382131112, 8.314082528822222]",[-0.52744164 -0.36010718  1.        ],"[10.796724345394448, 16.92808382131112, 8.314082528822222]",38.46764754651484
60960,"[0.011549227801388895, -0.009331829202778863, 0.0011174794416657363]","[10.81410708646389, 16.93222056125694, 8.306823172701392]",[ 0.53866866  0.37860239 -1.        ],"[10.81410708646389, 16.93222056125694, 8.306823172701392]",84.94554905869694
60970,"[-0.01913541236527827, -0.008466129651381493, -0.008831930184713954]","[10.802557858662501, 16.94155239045972, 8.305705693259727]",[-0.55772093 -0.38558731  1.        ],"[10.802557858662501, 16.94155239045972, 8.305705693259727]",79.2789527149506
60980,"[0.024788839850005573, 0.010649429555542156, -0.02469379772361613]","[10.82169327102778, 16.9500185201111, 8.31453762344444]",[ 0.56045899  0.38866883 -1.        ],"[10.82169327102778, 16.9500185201111, 8.31453762344444]",15.182309694484701
