frame_no,old_axis,old_origin,new_axis,new_origin,axis_difference (deg)
39530,"[0.009201335005547762, 0.006506163408335652, -0.009839439429163654]","[10.409927221676387, 18.013969519474998, 7.142838165361113]",[ 0.82720691 -0.70940646 -1.        ],"[10.409927221676387, 18.013969519474998, 7.142838165361113]",54.5435204236746
39540,"[0.01712333017500889, 0.016390406554158687, -0.01947241109861242]","[10.40072588667084, 18.007463356066662, 7.152677604790276]",[ 0.79695781 -0.67378442 -1.        ],"[10.40072588667084, 18.007463356066662, 7.152677604790276]",60.14018315474369
39550,"[-0.003281883358335236, 0.015205932913890052, -0.01636853513750669]","[10.38360255649583, 17.991072949512503, 7.172150015888889]",[ 0.81751181 -0.70596542 -1.        ],"[10.38360255649583, 17.991072949512503, 7.172150015888889]",84.90707700696132
39560,"[-0.006928051877775232, 0.012373427661113823, -0.01565121962360383]","[10.386884439854166, 17.975867016598613, 7.188518551026395]",[ 0.82614996 -0.71881841 -1.        ],"[10.386884439854166, 17.975867016598613, 7.188518551026395]",88.1093002324241
39570,"[0.01339487727917188, -0.0008613081819461854, 0.0019888288611076277]","[10.393812491731941, 17.9634935889375, 7.204169770649999]",[ 0.82631938 -0.72266474 -1.        ],"[10.393812491731941, 17.9634935889375, 7.204169770649999]",61.216012726034364
39580,"[-0.006896118855555855, 0.013537452752782286, 0.011096586997224378]","[10.407207369011113, 17.962632280755553, 7.206158599511107]",[-0.80163211  0.69138751  1.        ],"[10.407207369011113, 17.962632280755553, 7.206158599511107]",18.480286790305243
39590,"[0.002678493483331934, 0.013197063154162691, 0.013782715429170977]","[10.400311250155557, 17.976169733508335, 7.217255186508331]",[-0.80978721  0.69205239  1.        ],"[10.400311250155557, 17.976169733508335, 7.217255186508331]",42.5303049653476
39600,"[0.0018412414291635315, -0.006846318222219594, 0.014565091468052849]","[10.402989743638889, 17.989366796662498, 7.231037901937502]",[-0.82930085  0.70176383  1.        ],"[10.402989743638889, 17.989366796662498, 7.231037901937502]",69.86476829000762
39610,"[-0.007768534354168466, 0.013520235966662852, -0.017475415434723196]","[10.404830985068052, 17.98252047844028, 7.245602993405555]",[ 0.82458602 -0.68564597 -1.        ],"[10.404830985068052, 17.98252047844028, 7.245602993405555]",86.99638147366872
39620,"[0.02401706612083565, 0.023867556858341743, -0.01652177604722116]","[10.412599519422221, 17.969000242473616, 7.263078408840278]",[ 0.81073038 -0.66680142 -1.        ],"[10.412599519422221, 17.969000242473616, 7.263078408840278]",68.43320734747243
39630,"[-0.0028758841916687317, -0.018072855769442953, 0.011337733752777801]","[10.388582453301385, 17.945132685615274, 7.279600184887499]",[-0.80894626  0.66509168  1.        ],"[10.388582453301385, 17.945132685615274, 7.279600184887499]",86.97676293202632
39640,"[-0.006569242643054807, 0.002711565326389831, 0.014615720620835049]","[10.385706569109717, 17.92705982984583, 7.290937918640277]",[-0.84642451  0.67993569  1.        ],"[10.385706569109717, 17.92705982984583, 7.290937918640277]",23.376600075421642
39650,"[-0.03615319473612111, -0.022286264026398328, -0.0061650107888890915]","[10.379137326466662, 17.92977139517222, 7.305553639261112]",[-0.87347583  0.686026    1.        ],"[10.379137326466662, 17.92977139517222, 7.305553639261112]",80.91716929706598
39660,"[0.0015969798444483985, -0.012101331038884666, -0.011814209116666419]","[10.415290521202783, 17.95205765919862, 7.311718650050001]",[ 0.88922287 -0.6858254  -1.        ],"[10.415290521202783, 17.95205765919862, 7.311718650050001]",32.53982406075515
39670,"[0.007841006587497645, 0.002987001227776176, -0.0006770521499994686]","[10.413693541358334, 17.964158990237504, 7.323532859166668]",[ 0.89085181 -0.69100745 -1.        ],"[10.413693541358334, 17.964158990237504, 7.323532859166668]",63.81392475504864
39680,"[0.030545222533341132, 0.0159798168375076, -0.015254066305558922]","[10.405852534770837, 17.961171989009728, 7.324209911316667]",[ 0.87390823 -0.66478825 -1.        ],"[10.405852534770837, 17.961171989009728, 7.324209911316667]",55.97777398055296
39690,"[0.004106198204160805, 0.0030510876986085123, -0.0043504195583272676]","[10.375307312237496, 17.94519217217222, 7.339463977622226]",[ 0.86142367 -0.65231137 -1.        ],"[10.375307312237496, 17.94519217217222, 7.339463977622226]",53.38133385296028
39700,"[0.014611144665286346, 0.01215653829860841, -0.007431724168059262]","[10.371201114033335, 17.94214108447361, 7.343814397180553]",[ 0.87429334 -0.64909382 -1.        ],"[10.371201114033335, 17.94214108447361, 7.343814397180553]",65.90975252849205
39710,"[0.005940087601382871, 0.008993547047225547, 0.0010980296555569424]","[10.356589969368049, 17.929984546175003, 7.351246121348613]",[-0.89004095  0.65850586  1.        ],"[10.356589969368049, 17.929984546175003, 7.351246121348613]",83.84354432382082
39720,"[0.003989709026390287, 0.012326136631934048, -0.0165821578291645]","[10.350649881766666, 17.920990999127778, 7.350148091693056]",[ 0.89315776 -0.66274455 -1.        ],"[10.350649881766666, 17.920990999127778, 7.350148091693056]",67.63353149848288
39730,"[-0.008298069866672364, -0.013313747937491627, -0.028376054411115348]","[10.346660172740275, 17.908664862495844, 7.36673024952222]",[ 0.8972253  -0.65985661 -1.        ],"[10.346660172740275, 17.908664862495844, 7.36673024952222]",52.24457636197128
39740,"[-0.013058487302775035, -0.0015230232875005356, -0.02860169732916784]","[10.354958242606948, 17.921978610433335, 7.395106303933336]",[ 0.93210236 -0.66179309 -1.        ],"[10.354958242606948, 17.921978610433335, 7.395106303933336]",68.60898134069778
39750,"[0.011418851606942226, 0.009969403576381097, 0.0021858027791727963]","[10.368016729909723, 17.923501633720836, 7.423708001262503]",[ 0.93232311 -0.65698803 -1.        ],"[10.368016729909723, 17.923501633720836, 7.423708001262503]",85.28277975055117
39760,"[0.015713800715280613, 0.03828002585139245, 0.006931190476389126]","[10.35659787830278, 17.913532230144455, 7.421522198483331]",[-0.90597396  0.64632907  1.        ],"[10.35659787830278, 17.913532230144455, 7.421522198483331]",73.87309945879613
39770,"[0.006938807044443607, 0.024565659677779905, -0.001696610705558932]","[10.3408840775875, 17.875252204293062, 7.4145910080069415]",[-0.91140539  0.64625273  1.        ],"[10.3408840775875, 17.875252204293062, 7.4145910080069415]",78.1840826244935
39780,"[-0.003703626883332589, 0.013456295829172404, -0.016427024234719312]","[10.333945270543056, 17.850686544615282, 7.4162876187125]",[ 0.93127783 -0.64430508 -1.        ],"[10.333945270543056, 17.850686544615282, 7.4162876187125]",82.3982054590752
39790,"[0.005850131537499692, -0.01201366120833569, 0.0012115690652745315]","[10.337648897426389, 17.83723024878611, 7.43271464294722]",[ 0.92863041 -0.63306923 -1.        ],"[10.337648897426389, 17.83723024878611, 7.43271464294722]",54.131662450309165
39800,"[-0.001556211737497648, -0.0031802705930594755, 0.0088789429611138]","[10.33179876588889, 17.849243909994446, 7.431503073881945]",[-0.91977079  0.61461771  1.        ],"[10.33179876588889, 17.849243909994446, 7.431503073881945]",54.113371551972946
39810,"[0.023578021365279866, -0.003680278815267002, -0.008767751711112659]","[10.333354977626387, 17.852424180587505, 7.422624130920831]",[ 0.92657732 -0.61079339 -1.        ],"[10.333354977626387, 17.852424180587505, 7.422624130920831]",30.084498943379614
39820,"[0.013867060401384634, 0.014729618988887694, -0.027402845679167065]","[10.309776956261107, 17.856104459402772, 7.431391882631944]",[ 0.93063412 -0.6152683  -1.        ],"[10.309776956261107, 17.856104459402772, 7.431391882631944]",52.245361668576926
39830,"[0.0026965635000006927, 0.009112116749999899, -0.005184303059721174]","[10.295909895859722, 17.841374840413884, 7.458794728311111]",[ 0.89545489 -0.59961318 -1.        ],"[10.295909895859722, 17.841374840413884, 7.458794728311111]",82.28946730881916
39840,"[0.003283477643057253, 0.016325328345821788, 0.0028609362444473874]","[10.293213332359722, 17.832262723663884, 7.463979031370832]",[-0.86683674  0.5825503   1.        ],"[10.293213332359722, 17.832262723663884, 7.463979031370832]",67.05341078652955
39850,"[0.007392996080550773, 0.005260119844454181, -0.0063783232597236506]","[10.289929854716664, 17.815937395318063, 7.461118095126385]",[ 0.86036568 -0.57259172 -1.        ],"[10.289929854716664, 17.815937395318063, 7.461118095126385]",52.42047325425273
39860,"[0.0020028266680593987, 0.005014005033331159, -0.01169310498333509]","[10.282536858636114, 17.81067727547361, 7.467496418386109]",[ 0.8612833  -0.56469891 -1.        ],"[10.282536858636114, 17.81067727547361, 7.467496418386109]",55.0677809053997
39870,"[0.002821699459724769, -0.006626555054168648, -0.004569365184721619]","[10.280534031968054, 17.805663270440277, 7.479189523369444]",[ 0.86323699 -0.56096708 -1.        ],"[10.280534031968054, 17.805663270440277, 7.479189523369444]",28.849146387232164
39880,"[0.007029935627778983, 0.007175125297230522, -0.007159542070837688]","[10.27771233250833, 17.812289825494446, 7.483758888554165]",[ 0.8659922  -0.55570901 -1.        ],"[10.27771233250833, 17.812289825494446, 7.483758888554165]",58.453284761538995
39890,"[0.011640321030554901, 0.030399759508334512, -0.0020364438944415753]","[10.27068239688055, 17.805114700197215, 7.490918430625003]",[-0.8885442   0.56973676  1.        ],"[10.27068239688055, 17.805114700197215, 7.490918430625003]",84.02017489427985
39900,"[0.013391862727770487, 0.03574485396249827, -0.02308354997639217]","[10.259042075849996, 17.77471494068888, 7.4929548745194445]",[ 0.88435105 -0.56954231 -1.        ],"[10.259042075849996, 17.77471494068888, 7.4929548745194445]",76.99588608497069
39910,"[0.0014541357402801935, 0.004491710499991086, -0.004910364823609292]","[10.245650213122225, 17.738970086726383, 7.516038424495837]",[ 0.89031757 -0.56908288 -1.        ],"[10.245650213122225, 17.738970086726383, 7.516038424495837]",68.39564093052348
39920,"[0.007946048644443593, 0.00048352529167061675, -0.0008940284749998639]","[10.244196077381945, 17.73447837622639, 7.520948789319446]",[ 0.87129419 -0.5511935  -1.        ],"[10.244196077381945, 17.73447837622639, 7.520948789319446]",48.984882395014026
39930,"[0.01784819397638948, 0.006744283547227781, 0.0014530522500031395]","[10.236250028737501, 17.73399485093472, 7.521842817794446]",[ 0.86552947 -0.5501545  -1.        ],"[10.236250028737501, 17.73399485093472, 7.521842817794446]",67.96187092025096
39940,"[0.02122747278888859, 0.004667526644432485, -0.0005966095000013993]","[10.218401834761112, 17.727250567387493, 7.520389765544443]",[ 0.84751999 -0.54350866 -1.        ],"[10.218401834761112, 17.727250567387493, 7.520389765544443]",58.65380849454512
39950,"[0.007060824770835694, -0.016640042951379996, 0.006568856574997284]","[10.197174361972223, 17.72258304074306, 7.520986375044444]",[ 0.81819614 -0.5373145  -1.        ],"[10.197174361972223, 17.72258304074306, 7.520986375044444]",72.37426820317012
39960,"[-0.005397763909721576, -0.016502074926393107, -0.010029537669443478]","[10.190113537201388, 17.73922308369444, 7.514417518469447]",[ 0.81122146 -0.53227399 -1.        ],"[10.190113537201388, 17.73922308369444, 7.514417518469447]",58.891649079342734
39970,"[-0.0014410364263923725, -0.006018399101389349, -0.013922413662500688]","[10.19551130111111, 17.755725158620834, 7.52444705613889]",[ 0.82509183 -0.52944147 -1.        ],"[10.19551130111111, 17.755725158620834, 7.52444705613889]",41.742494197454285
39980,"[0.006760271548612806, 0.02850761867222218, -0.010591364697216221]","[10.196952337537502, 17.761743557722223, 7.538369469801391]",[ 0.8228322  -0.51128353 -1.        ],"[10.196952337537502, 17.761743557722223, 7.538369469801391]",87.91449629998549
39990,"[0.02802421923055931, 0.009177934254168463, 0.0034158315708276987]","[10.190192065988889, 17.73323593905, 7.548960834498607]",[ 0.79930618 -0.49205242 -1.        ],"[10.190192065988889, 17.73323593905, 7.548960834498607]",69.18472666454483
40000,"[0.011115555205551075, -0.005679504434727534, 0.010827781726395536]","[10.16216784675833, 17.724058004795832, 7.5455450029277795]",[ 0.81426076 -0.50427547 -1.        ],"[10.16216784675833, 17.724058004795832, 7.5455450029277795]",87.27647914871679
40010,"[0.005492109709726023, -0.021381577837495058, -0.0027947557305649795]","[10.151052291552778, 17.72973750923056, 7.534717221201384]",[ 0.83835355 -0.51927954 -1.        ],"[10.151052291552778, 17.72973750923056, 7.534717221201384]",53.69845374316521
40020,"[-0.004588417084731233, 0.0016138482777741103, -0.015853184363884942]","[10.145560181843052, 17.751119087068055, 7.537511976931949]",[ 0.84224735 -0.51772985 -1.        ],"[10.145560181843052, 17.751119087068055, 7.537511976931949]",61.426137080167805
40030,"[-0.00040348277360813256, 0.016661667947222014, -0.022186349091664503]","[10.150148598927784, 17.74950523879028, 7.553365161295834]",[ 0.82621788 -0.50352259 -1.        ],"[10.150148598927784, 17.74950523879028, 7.553365161295834]",69.59290498933957
40040,"[0.007771987869443109, 0.013576369181947712, -0.0027015710361082412]","[10.150552081701392, 17.73284357084306, 7.575551510387498]",[ 0.85506725 -0.52342598 -1.        ],"[10.150552081701392, 17.73284357084306, 7.575551510387498]",84.27884713794118
40050,"[0.02264921669583586, -0.01199290529583763, -0.009570819230561689]","[10.142780093831949, 17.71926720166111, 7.578253081423607]",[ 0.86861814 -0.54841005 -1.        ],"[10.142780093831949, 17.71926720166111, 7.578253081423607]",24.02734661713386
40060,"[0.01976289769444506, -0.011331047181950993, -0.0016971540430530396]","[10.120130877136113, 17.73126010695695, 7.587823900654168]",[ 0.8909155  -0.57182377 -1.        ],"[10.120130877136113, 17.73126010695695, 7.587823900654168]",39.19012677315133
40070,"[0.01769021949722216, -0.014890317406930365, -0.00020394233194220845]","[10.100367979441668, 17.7425911541389, 7.589521054697221]",[ 0.90345477 -0.57851808 -1.        ],"[10.100367979441668, 17.7425911541389, 7.589521054697221]",43.004975726357
40080,"[0.006288766636112442, 0.006851315773612754, 0.004495211641661889]","[10.082677759944445, 17.75748147154583, 7.589724997029164]",[-0.91907799  0.57227314  1.        ],"[10.082677759944445, 17.75748147154583, 7.589724997029164]",80.02836695841593
40090,"[0.006392716488889505, 0.003109942179158054, -0.007864648301388222]","[10.076388993308333, 17.750630155772217, 7.585229785387502]",[ 0.90482707 -0.55346706 -1.        ],"[10.076388993308333, 17.750630155772217, 7.585229785387502]",39.483818213761346
40100,"[0.01457196367222302, 0.01700072182361012, -0.005378325486112168]","[10.069996276819444, 17.74752021359306, 7.59309443368889]",[ 0.8939652  -0.55306804 -1.        ],"[10.069996276819444, 17.74752021359306, 7.59309443368889]",74.36847101935672
40110,"[0.023020522623609097, 0.0047104834513973515, -0.013948874402775147]","[10.05542431314722, 17.73051949176945, 7.598472759175002]",[ 0.90715599 -0.58035089 -1.        ],"[10.05542431314722, 17.73051949176945, 7.598472759175002]",36.937060756356686
40120,"[0.011168662090277337, 0.009722202401380997, 0.0030300699694443267]","[10.032403790523611, 17.725809008318052, 7.612421633577777]",[ 0.965679   -0.62005189 -1.        ],"[10.032403790523611, 17.725809008318052, 7.612421633577777]",85.69499453465936
40130,"[0.029263200548610868, -0.006659119627759225, -3.155891388662013e-05]","[10.021235128433334, 17.71608680591667, 7.609391563608333]",[ 0.9775206  -0.61880924 -1.        ],"[10.021235128433334, 17.71608680591667, 7.609391563608333]",44.457054737115534
40140,"[0.011621933151390706, 0.012007789136099234, 0.002623335611106725]","[9.991971927884723, 17.72274592554443, 7.6094231225222195]",[ 0.98539661 -0.62209253 -1.        ],"[9.991971927884723, 17.72274592554443, 7.6094231225222195]",87.00114744789373
40150,"[0.008530607206944651, -0.007682950624996465, -0.009845429940274819]","[9.980349994733333, 17.71073813640833, 7.606799786911113]",[ 0.98537297 -0.62918652 -1.        ],"[9.980349994733333, 17.71073813640833, 7.606799786911113]",7.172759695111566
40160,"[-0.004206018905554387, 0.007846885479160903, 0.00973466328055661]","[9.971819387526388, 17.718421087033327, 7.616645216851388]",[-1.02448553  0.66269083  1.        ],"[9.971819387526388, 17.718421087033327, 7.616645216851388]",22.38002082722186
40170,"[0.004064922177777319, 0.009288192886106827, 0.004613922515274815]","[9.976025406431942, 17.710574201554167, 7.606910553570831]",[-1.01196404  0.64782746  1.        ],"[9.976025406431942, 17.710574201554167, 7.606910553570831]",68.02008905320871
40180,"[0.011200019616662615, 0.007831222702780138, -0.007249740436108709]","[9.971960484254165, 17.70128600866806, 7.602296631055556]",[ 1.01664549 -0.65145317 -1.        ],"[9.971960484254165, 17.70128600866806, 7.602296631055556]",56.08017595256299
40190,"[0.011667160127780463, -0.001155888070822897, -0.0037275632083355603]","[9.960760464637502, 17.69345478596528, 7.609546371491665]",[ 0.99830843 -0.63490172 -1.        ],"[9.960760464637502, 17.69345478596528, 7.609546371491665]",32.300581675377266
40200,"[0.010728379098614127, 0.004959624422216535, -0.002791890831942645]","[9.949093304509722, 17.694610674036102, 7.6132739347000005]",[ 1.03732102 -0.67211553 -1.        ],"[9.949093304509722, 17.694610674036102, 7.6132739347000005]",56.74845879754596
40210,"[0.011459729441662958, -0.0029434835111104007, 0.0030334316222191404]","[9.938364925411108, 17.689651049613886, 7.616065825531943]",[ 1.00976776 -0.65139996 -1.        ],"[9.938364925411108, 17.689651049613886, 7.616065825531943]",56.800220126017074
40220,"[0.000540143312498742, -0.0034094508527786616, -0.008102362180554934]","[9.926905195969445, 17.692594533124996, 7.613032393909724]",[ 1.0197056 -0.6791809 -1.       ],"[9.926905195969445, 17.692594533124996, 7.613032393909724]",38.04541861031921
40230,"[0.017473699762506456, -0.005552323627775024, -0.005321830912497383]","[9.926365052656946, 17.696003983977775, 7.621134756090279]",[ 1.00322837 -0.67101632 -1.        ],"[9.926365052656946, 17.696003983977775, 7.621134756090279]",27.354654496072328
40240,"[0.012093257083325426, 0.010146877613891547, 0.0037147211319465967]","[9.90889135289444, 17.70155630760555, 7.626456587002776]",[ 1.02979002 -0.70138619 -1.        ],"[9.90889135289444, 17.70155630760555, 7.626456587002776]",86.41096831846774
40250,"[0.028272078086118313, -0.00224035403334355, -0.0009645951930616903]","[9.896798095811114, 17.69140942999166, 7.62274186587083]",[ 1.01975324 -0.69719812 -1.        ],"[9.896798095811114, 17.69140942999166, 7.62274186587083]",45.95134791075595
40260,"[0.02561728776249872, 0.013853775561116777, 0.01217453718055772]","[9.868526017724996, 17.693649784025002, 7.623706461063891]",[ 1.01973349 -0.70310558 -1.        ],"[9.868526017724996, 17.693649784025002, 7.623706461063891]",85.19681424546523
40270,"[0.0323011104027735, -0.0011086471041679147, -0.01363249757638929]","[9.842908729962497, 17.679796008463885, 7.611531923883334]",[ 1.00949456 -0.70898642 -1.        ],"[9.842908729962497, 17.679796008463885, 7.611531923883334]",32.410389732422345
40280,"[-0.002894614312497268, -0.0036507279069439846, 0.015505642881945114]","[9.810607619559724, 17.680904655568053, 7.625164421459723]",[-1.02674848  0.72875241  1.        ],"[9.810607619559724, 17.680904655568053, 7.625164421459723]",52.584080732967806
40290,"[-0.011932173506945531, -0.012783248391670554, -0.01452365467777561]","[9.81350223387222, 17.684555383474997, 7.609658778577778]",[ 1.02614613 -0.73746871 -1.        ],"[9.81350223387222, 17.684555383474997, 7.609658778577778]",71.36226210707257
40300,"[-0.004434060733332856, -0.006859293320832904, 0.0024509126930523095]","[9.825434407379166, 17.697338631866668, 7.6241824332555534]",[-1.02598742  0.74904998  1.        ],"[9.825434407379166, 17.697338631866668, 7.6241824332555534]",82.23681619400999
40310,"[0.029039536320834003, -0.0051066950055584925, -0.005417062252777605]","[9.8298684681125, 17.7041979251875, 7.621731520562501]",[ 1.02528768 -0.76749096 -1.        ],"[9.8298684681125, 17.7041979251875, 7.621731520562501]",36.592998088869635
40320,"[0.014590831145829597, 0.002491088934725383, 0.02656049615138656]","[9.800828931791665, 17.70930462019306, 7.627148582815279]",[-1.01876325  0.7692798   1.        ],"[9.800828931791665, 17.70930462019306, 7.627148582815279]",73.97448904909221
40330,"[-0.00016985642360722863, 0.0019979280888833273, -0.011868614844445347]","[9.786238100645836, 17.706813531258334, 7.600588086663892]",[ 0.98292486 -0.74881459 -1.        ],"[9.786238100645836, 17.706813531258334, 7.600588086663892]",57.7659753040718
40340,"[-0.015184997688884039, -0.010513899402766924, 0.012698403681945969]","[9.786407957069443, 17.70481560316945, 7.6124567015083375]",[-0.95809577  0.7257649   1.        ],"[9.786407957069443, 17.70481560316945, 7.6124567015083375]",55.961385802196844
40350,"[0.0024779395708289798, -0.010051954413903275, -0.012077019173602821]","[9.801592954758327, 17.715329502572217, 7.599758297826392]",[ 0.94680645 -0.72454486 -1.        ],"[9.801592954758327, 17.715329502572217, 7.599758297826392]",28.72716437711076
40360,"[-0.002862783963891502, -0.0017085499708215934, 0.010997647469437766]","[9.799115015187498, 17.72538145698612, 7.611835316999994]",[-0.95908552  0.73204465  1.        ],"[9.799115015187498, 17.72538145698612, 7.611835316999994]",46.07643192623294
40370,"[0.013396606213886386, -0.005372022577773805, -0.0025111330388858377]","[9.80197779915139, 17.727090006956942, 7.600837669530557]",[ 0.94424087 -0.73845777 -1.        ],"[9.80197779915139, 17.727090006956942, 7.600837669530557]",33.24177829322109
40380,"[0.0048441328152790675, 0.0012053182499940363, 0.02531217104999417]","[9.788581192937503, 17.732462029534716, 7.6033488025694425]",[-0.92120614  0.73007063  1.        ],"[9.788581192937503, 17.732462029534716, 7.6033488025694425]",56.923326103926975
40390,"[0.025122297923607206, 0.0023956358930519173, 0.002219031709725705]","[9.783737060122224, 17.731256711284722, 7.578036631519448]",[ 0.8928651  -0.71801055 -1.        ],"[9.783737060122224, 17.731256711284722, 7.578036631519448]",61.31647415396609
40400,"[0.014525256908335393, 0.0003668704416739388, 0.007405793075000666]","[9.758614762198617, 17.72886107539167, 7.575817599809723]",[ 0.91532355 -0.73409506 -1.        ],"[9.758614762198617, 17.72886107539167, 7.575817599809723]",77.08304767681291
40410,"[-0.01446634934583102, -0.00036071888888145054, -0.002266780866670537]","[9.744089505290281, 17.728494204949996, 7.568411806734722]",[-0.90840139  0.7315831   1.        ],"[9.744089505290281, 17.728494204949996, 7.568411806734722]",61.867872723611356
40420,"[-0.013302898527774332, -0.01707295375696205, 0.00372949262500466]","[9.758555854636112, 17.728854923838878, 7.5706785876013925]",[-0.88132542  0.72258524  1.        ],"[9.758555854636112, 17.728854923838878, 7.5706785876013925]",84.62901379332716
40430,"[-0.008031102266672363, -0.014719204005544384, 0.005238994504168204]","[9.771858753163887, 17.74592787759584, 7.566949094976388]",[-0.8362262   0.69520598  1.        ],"[9.771858753163887, 17.74592787759584, 7.566949094976388]",86.19570476691452
40440,"[0.007000833812504936, -0.004634295893062301, 0.005261815087495236]","[9.779889855430559, 17.760647081601384, 7.56171010047222]",[ 0.85972334 -0.7069377  -1.        ],"[9.779889855430559, 17.760647081601384, 7.56171010047222]",74.21459429306995
40450,"[0.0023485250750034936, 0.006741489043061932, 0.013796329634723214]","[9.772889021618054, 17.765281377494446, 7.556448285384724]",[-0.86986195  0.69788655  1.        ],"[9.772889021618054, 17.765281377494446, 7.556448285384724]",44.982207376392836
40460,"[-0.000390693040277057, -0.008780277972238792, 0.013299127520832954]","[9.77054049654305, 17.758539888451384, 7.542651955750001]",[-0.86955653  0.69661726  1.        ],"[9.77054049654305, 17.758539888451384, 7.542651955750001]",71.62733766279128
40470,"[0.007717971811105784, -0.012279929904156717, -0.0015872190277752551]","[9.770931189583328, 17.767320166423623, 7.529352828229168]",[ 0.83693922 -0.67970687 -1.        ],"[9.770931189583328, 17.767320166423623, 7.529352828229168]",40.176979677337144
40480,"[0.018331705788890318, -0.0004374412513925563, -0.0011799954902782517]","[9.763213217772222, 17.77960009632778, 7.530940047256943]",[ 0.83284505 -0.67191248 -1.        ],"[9.763213217772222, 17.77960009632778, 7.530940047256943]",51.53203468870083
40490,"[0.01202092670277466, 0.0017453185458400355, -0.0017129789833330022]","[9.744881511983332, 17.780037537579172, 7.532120042747222]",[ 0.82185918 -0.6633917  -1.        ],"[9.744881511983332, 17.780037537579172, 7.532120042747222]",54.20959232504365
40500,"[0.008556207900001667, -0.012850667693054874, 0.006433926836112214]","[9.732860585280557, 17.778292219033332, 7.533833021730555]",[ 0.81969398 -0.66823993 -1.        ],"[9.732860585280557, 17.778292219033332, 7.533833021730555]",67.87931625045725
40510,"[0.009299940819445851, -0.013187390131943033, 0.011718394668054799]","[9.724304377380555, 17.791142886726387, 7.5273990948944425]",[ 0.80080074 -0.6651317  -1.        ],"[9.724304377380555, 17.791142886726387, 7.5273990948944425]",81.00602269462726
40520,"[0.026585357081945205, -0.018553120513889354, 0.014553968761108926]","[9.71500443656111, 17.80433027685833, 7.515680700226388]",[ 0.81725541 -0.67032193 -1.        ],"[9.71500443656111, 17.80433027685833, 7.515680700226388]",67.71338814091257
40530,"[0.021197715606939838, -0.00654672312361626, 0.007475186665278244]","[9.688419079479164, 17.82288339737222, 7.501126731465279]",[ 0.82235877 -0.66899291 -1.        ],"[9.688419079479164, 17.82288339737222, 7.501126731465279]",65.1521829139816
40540,"[0.013663460700001906, -0.016910779584726754, 0.012735071297225176]","[9.667221363872224, 17.829430120495836, 7.4936515448000005]",[ 0.84455407 -0.68828402 -1.        ],"[9.667221363872224, 17.829430120495836, 7.4936515448000005]",73.72268715999466
40550,"[-0.01739372349861057, -0.01361113842221684, -0.0071072619374978885]","[9.653557903172223, 17.846340900080563, 7.480916473502775]",[ 0.84383335 -0.69447758 -1.        ],"[9.653557903172223, 17.846340900080563, 7.480916473502775]",86.8602171946697
40560,"[-0.0032092608250025023, -0.0298980785986096, -0.01527781344167245]","[9.670951626670833, 17.85995203850278, 7.488023735440273]",[ 0.87259464 -0.70544604 -1.        ],"[9.670951626670833, 17.85995203850278, 7.488023735440273]",48.533670491936995
40570,"[0.018004457169446653, 0.0015623919916691875, -0.022801137426385232]","[9.674160887495836, 17.88985011710139, 7.503301548881946]",[ 0.86334504 -0.68119004 -1.        ],"[9.674160887495836, 17.88985011710139, 7.503301548881946]",30.45097557961901
40580,"[0.023091188227777337, 0.019048920470829955, 0.019550626920832315]","[9.656156430326389, 17.88828772510972, 7.526102686308331]",[-0.86216024  0.6748946   1.        ],"[9.656156430326389, 17.88828772510972, 7.526102686308331]",76.36440606378608
40590,"[0.016325102726389318, 0.006948792908339385, 0.017294296838886503]","[9.633065242098612, 17.86923880463889, 7.506552059387499]",[-0.83837947  0.65884315  1.        ],"[9.633065242098612, 17.86923880463889, 7.506552059387499]",76.93793426015003
40600,"[0.017712431836109488, -0.018420821726394365, 0.026983898977779752]","[9.616740139372222, 17.86229001173055, 7.489257762548612]",[ 0.86550744 -0.66295192 -1.        ],"[9.616740139372222, 17.86229001173055, 7.489257762548612]",89.41801313478862
40610,"[0.006138546369450992, -0.01362537104999717, -0.0006357111180577135]","[9.599027707536113, 17.880710833456945, 7.462273863570832]",[ 0.86785525 -0.64858896 -1.        ],"[9.599027707536113, 17.880710833456945, 7.462273863570832]",47.84770840616348
40620,"[0.023583874243053415, 0.00511265857083032, 0.013721447451389146]","[9.592889161166662, 17.894336204506942, 7.46290957468889]",[ 0.89269676 -0.65618819 -1.        ],"[9.592889161166662, 17.894336204506942, 7.46290957468889]",84.49175598409896
40630,"[0.010325696694446052, -0.005546741593057902, 0.0094526298166695]","[9.569305286923608, 17.88922354593611, 7.449188127237501]",[ 0.87087544 -0.63772579 -1.        ],"[9.569305286923608, 17.88922354593611, 7.449188127237501]",82.01707659842643
40640,"[-0.0004450616416722397, -0.013057923354171663, 0.011471644838886519]","[9.558979590229162, 17.89477028752917, 7.439735497420831]",[-0.90188957  0.65121715  1.        ],"[9.558979590229162, 17.89477028752917, 7.439735497420831]",82.5559988596833
40650,"[-0.0004083860986110466, -0.016406295788879532, -0.016487706670832658]","[9.559424651870835, 17.90782821088334, 7.428263852581945]",[ 0.91626639 -0.64391408 -1.        ],"[9.559424651870835, 17.90782821088334, 7.428263852581945]",40.19863861771285
40660,"[0.017837870326387062, -0.010690451584732585, -0.008036478590281781]","[9.559833037969446, 17.92423450667222, 7.4447515592527775]",[ 0.94521784 -0.64520995 -1.        ],"[9.559833037969446, 17.92423450667222, 7.4447515592527775]",20.221940439076896
