frame_no,translation,net_relative_translation
11970,-7.977778802535607e-13,-3.112539040029805e-10
11980,-7.114777746911759e-13,-3.119653817776717e-10
11990,-1.0650202839259261e-13,-3.1207188380606426e-10
12000,-1.334729609327655e-13,-3.1220535676699705e-10
12010,3.547154948090417e-13,-3.1185064127218804e-10
12020,1.0522541760475524e-14,-3.118401187304276e-10
12030,2.965903308093424e-13,-3.1154352839961826e-10
12040,-3.867676972312717e-13,-3.119302960968495e-10
12050,-7.127729050031378e-14,-3.120015733873498e-10
12060,5.532061445775384e-13,-3.114483672427723e-10
12070,-6.984583222440358e-14,-3.115182130749967e-10
12080,1.1575017454593294e-12,-3.1036071132953734e-10
12090,-1.3443295406186496e-12,-3.11705040870156e-10
12100,-1.1212173890725223e-12,-3.128262582592285e-10
12110,-6.40937522026483e-13,-3.13467195781255e-10
12120,1.077134274065887e-12,-3.123900615071891e-10
12130,8.347998097338437e-13,-3.1155526169745525e-10
12140,-5.488411337796267e-13,-3.1210410283123487e-10
12150,7.95229753640242e-13,-3.113088730775946e-10
12160,-6.580984889091545e-13,-3.1196697156650374e-10
12170,-5.206487957753954e-13,-3.124876203622791e-10
12180,5.877398368551259e-13,-3.11899880525424e-10
12190,1.6070051535286773e-13,-3.1173918001007115e-10
12200,-3.225389400816736e-13,-3.1206171895015283e-10
12210,-2.604688878854742e-13,-3.123221878380383e-10
12220,-4.3783552560245443e-13,-3.127600233636408e-10
12230,-5.962812868590645e-13,-3.133563046504998e-10
12240,-7.507734340238435e-13,-3.141070780845237e-10
12250,2.8976473858509837e-13,-3.1381731334593857e-10
12260,-2.768698534157679e-13,-3.1409418319935434e-10
12270,3.8246995259182727e-13,-3.137117132467625e-10
12280,-5.824558170780535e-13,-3.1429416906384054e-10
12290,4.598924528725701e-13,-3.1383427661096796e-10
12300,3.87330463051818e-13,-3.1344694614791615e-10
12310,-1.2325416156002334e-13,-3.135702003094762e-10
12320,5.768794588799314e-14,-3.135125123635882e-10
12330,4.565972199363139e-13,-3.130559151436519e-10
12340,2.9205683209237764e-13,-3.1276385831155955e-10
12350,7.050377440973253e-14,-3.1269335453714983e-10
12360,2.0834208195943275e-13,-3.124850124551904e-10
12370,6.557880070963179e-13,-3.118292244480941e-10
12380,8.983060366525862e-13,-3.109309184114415e-10
12390,8.367215444112368e-13,-3.100941968670303e-10
12400,7.106592873382212e-13,-3.0938353757969204e-10
12410,9.130298403274725e-13,-3.0847050773936457e-10
12420,-1.26500111577418e-13,-3.08597007850942e-10
12430,9.9520129553951e-13,-3.076018065554025e-10
12440,5.217210324580667e-13,-3.070800855229444e-10
12450,-1.5959292775495543e-13,-3.072396784506994e-10
12460,-1.815342182593937e-14,-3.0725783187252534e-10
12470,3.7923489338211e-13,-3.068785969791432e-10
12480,7.089469900167459e-13,-3.061696499891265e-10
12490,-4.904876718055717e-13,-3.0666013766093207e-10
12500,5.802698229948557e-14,-3.0660211067863257e-10
12510,1.3853289799015816e-14,-3.0658825738883356e-10
12520,-8.601465640520538e-15,-3.065968588544741e-10
12530,-7.638086412528457e-13,-3.0736066749572693e-10
12540,-7.617738901283337e-13,-3.081224413858553e-10
12550,-1.0816183679604035e-12,-3.0920405975381566e-10
12560,7.953647068303603e-13,-3.084086950469853e-10
12570,-8.716655327072959e-13,-3.092803605796926e-10
12580,-6.980316184446731e-13,-3.0997839219813726e-10
12590,-1.0593175655746538e-13,-3.100843239546947e-10
12600,2.476930451877829e-13,-3.098366309095069e-10
12610,3.2917158108396066e-13,-3.09507459328423e-10
12620,-2.5032905537488337e-13,-3.0975778838379786e-10
12630,-5.8348503612251e-13,-3.1034127341992035e-10
12640,3.8863270708478294e-13,-3.099526407128356e-10
12650,-7.328069227220193e-14,-3.100259214051078e-10
12660,-2.33046763701798e-13,-3.102589681688096e-10
12670,2.5383076782102087e-13,-3.100051374009886e-10
12680,-3.30660673700063e-13,-3.1033579807468867e-10
12690,-4.52764773379882e-13,-3.1078856284806853e-10
12700,-4.0875093127553913e-13,-3.1119731377934405e-10
12710,-2.9986427435628944e-13,-3.1149717805370033e-10
12720,2.4668363274186915e-13,-3.1125049442095844e-10
12730,-2.7498763118288666e-13,-3.1152548205214135e-10
12740,-3.5510141302799935e-13,-3.1188058346516935e-10
12750,3.304435500825088e-14,-3.118475391101611e-10
12760,5.475979630575155e-13,-3.1129994114710356e-10
12770,1.1752377768253466e-13,-3.1118241736942103e-10
12780,-4.442488552481261e-13,-3.1162666622466915e-10
12790,-2.848524216891609e-13,-3.119115186463583e-10
12800,-9.553013588873779e-13,-3.1286682000524564e-10
12810,9.148388221630856e-13,-3.1195198118308254e-10
12820,9.805447936067929e-13,-3.1097143638947576e-10
12830,1.6359182374255795e-12,-3.0933551815205017e-10
12840,-4.519959309978616e-13,-3.09787514083048e-10
12850,1.5468995348405025e-13,-3.0963282412956396e-10
12860,1.8987502399142634e-12,-3.077340738896497e-10
12870,1.3793272168732196e-12,-3.0635474667277646e-10
12880,-6.606533028636012e-13,-3.0701539997564007e-10
12890,-1.7409825185698818e-12,-3.0875638249420993e-10
12900,1.085858815370352e-12,-3.076705236788396e-10
12910,-1.3177779154189896e-12,-3.0898830159425855e-10
12920,1.1019114390512291e-12,-3.078863901552073e-10
12930,1.9118142652102728e-12,-3.0597457588999706e-10
12940,2.4854911601032474e-12,-3.034890847298938e-10
12950,1.5903282784010393e-12,-3.0189875645149275e-10
12960,1.6124083308547771e-12,-3.00286348120638e-10
12970,1.5019599086800424e-13,-3.0013615212976997e-10
12980,7.689246208705481e-13,-2.993672275088994e-10
12990,1.0913989346058269e-12,-2.982758285742936e-10
13000,2.1263492119882536e-12,-2.9614947936230534e-10
13010,2.383740326452456e-13,-2.959111053296601e-10
13020,2.3006196140907666e-12,-2.936104857155693e-10
13030,4.642646243981814e-13,-2.9314622109117115e-10
13040,2.2610167849751497e-12,-2.90885204306196e-10
13050,1.1950885887656044e-12,-2.896901157174304e-10
13060,1.9815422897058493e-12,-2.8770857342772455e-10
13070,5.234937781359722e-14,-2.8765622404991095e-10
13080,1.178812883919013e-13,-2.87538342761519e-10
13090,1.4555147540986277e-12,-2.860828280074204e-10
13100,1.7521762114637094e-12,-2.843306517959567e-10
13110,1.5274605496012595e-12,-2.8280319124635546e-10
13120,6.704625655054325e-13,-2.8213272868085005e-10
13130,7.963325364031187e-13,-2.8133639614444693e-10
13140,3.0505886644042496e-13,-2.810313372780065e-10
13150,7.286069852293297e-13,-2.803027302927772e-10
13160,9.105297850400556e-13,-2.7939220050773714e-10
13170,9.645402489529458e-13,-2.784276602587842e-10
13180,9.762851489645756e-13,-2.7745137510981963e-10
13190,-7.898565720750539e-13,-2.7824123168189467e-10
13200,-8.96157051299711e-13,-2.791373887331944e-10
13210,1.8300018906796865e-14,-2.791190887142876e-10
13220,-1.0019426430496488e-12,-2.801210313573372e-10
13230,9.435401788265346e-13,-2.791774911785107e-10
13240,1.2171738657036378e-12,-2.7796031731280707e-10
13250,1.2931504846244804e-12,-2.766671668281826e-10
13260,-1.5141030391382035e-12,-2.781812698673208e-10
13270,1.3568543305313615e-12,-2.768244155367894e-10
13280,6.626980845158317e-14,-2.767581457283378e-10
13290,1.7775327135222878e-12,-2.749806130148155e-10
13300,1.3667553091843502e-12,-2.7361385770563117e-10
13310,1.7079111505920343e-12,-2.7190594655503914e-10
13320,-4.4908288795929465e-14,-2.719508548438351e-10
13330,1.2745057035233545e-12,-2.706763491403117e-10
13340,-8.350255821308849e-13,-2.715113747224426e-10
13350,8.932031361503316e-13,-2.706181715862923e-10
13360,-4.067155859217055e-14,-2.7065884314488447e-10
13370,8.746814333738154e-13,-2.6978416171151066e-10
13380,-2.789871781750222e-13,-2.7006314888968567e-10
13390,-3.051923414005272e-13,-2.703683412310862e-10
13400,4.3625866212909144e-15,-2.703639786444649e-10
13410,8.810708700536725e-14,-2.7027587155745953e-10
13420,-1.4626767752924153e-13,-2.704221392349888e-10
13430,-1.4665950511004454e-13,-2.7056879874009883e-10
13440,-3.256224932033435e-13,-2.708944212333022e-10
13450,-6.358094503530959e-13,-2.7153023068365525e-10
13460,1.1835381064288717e-12,-2.7034669257722636e-10
13470,1.1214135179016259e-12,-2.6922527905932475e-10
13480,1.331036432125612e-12,-2.6789424262719915e-10
13490,-3.8885443317660035e-14,-2.679331280705168e-10
13500,1.1416750969883691e-12,-2.6679145297352846e-10
13510,1.35658316502658e-12,-2.6543486980850186e-10
13520,1.3885324052069328e-12,-2.6404633740329494e-10
13530,1.0484718568747685e-12,-2.629978655464202e-10
13540,4.815269863462103e-13,-2.62516338560074e-10
13550,5.604959544789527e-13,-2.6195584260559507e-10
13560,3.162486422536769e-13,-2.6163959396334137e-10
13570,1.7486850201108628e-12,-2.598909089432305e-10
13580,1.252420341281801e-12,-2.586384886019487e-10
13590,1.7539753889352825e-12,-2.568845132130134e-10
13600,1.808962063564572e-12,-2.550755511494488e-10
13610,2.2847449071529404e-12,-2.527908062422959e-10
13620,1.9471505776629353e-12,-2.50843655664633e-10
13630,1.876166574892669e-12,-2.489674890897403e-10
13640,4.669786327813024e-13,-2.4850051045695904e-10
13650,2.1457438493898787e-12,-2.463547666075692e-10
13660,2.403994860970978e-12,-2.439507717465982e-10
13670,2.163999571809683e-12,-2.417867721747885e-10
13680,2.0261195989603394e-12,-2.397606525758282e-10
13690,2.1350676064714406e-12,-2.3762558496935675e-10
13700,2.732382265117118e-12,-2.3489320270423963e-10
13710,2.0429798492520496e-12,-2.328502228549876e-10
13720,2.045427680162224e-12,-2.3080479517482537e-10
13730,9.0567712599615e-14,-2.3071422746222575e-10
13740,-1.908157640938675e-12,-2.3262238510316444e-10
13750,-1.2417581368861184e-12,-2.3386414324005053e-10
13760,-4.406828609096874e-13,-2.3430482610096023e-10
13770,-3.2336093558150286e-14,-2.343371621945184e-10
13780,-7.241003693814218e-13,-2.350612625638998e-10
13790,-7.485455801463277e-13,-2.3580980814404614e-10
13800,-1.113102127499817e-12,-2.3692291027154595e-10
13810,3.131589188817797e-13,-2.3660975135266415e-10
13820,1.1629858028687794e-12,-2.354467655497954e-10
13830,-4.661988229706953e-13,-2.359129643727661e-10
13840,1.1056705440795226e-12,-2.348072938286866e-10
13850,-8.868258544373238e-14,-2.3489597641413034e-10
13860,1.7104840595806828e-12,-2.331854923545497e-10
13870,4.4248663368733376e-13,-2.3274300572086235e-10
13880,-1.5501476953477742e-13,-2.3289802049039714e-10
13890,3.6099394641743575e-13,-2.325370265439797e-10
13900,1.6760828193599442e-12,-2.3086094372461975e-10
13910,1.245001405471022e-12,-2.2961594231914874e-10
13920,3.3416318957254705e-13,-2.292817791295762e-10
13930,1.5256602027057626e-12,-2.2775611892687042e-10
13940,1.203567169141971e-12,-2.2655255175772845e-10
13950,1.1596868493067593e-12,-2.253928649084217e-10
13960,1.0472078361112612e-12,-2.2434565707231045e-10
13970,4.85201107629566e-13,-2.2386045596468088e-10
13980,-1.1430124653316748e-13,-2.2397475721121406e-10
13990,9.447931475434874e-14,-2.238802778964597e-10
14000,-7.507296146763896e-13,-2.246310075111361e-10
14010,-5.829183508897067e-13,-2.252139258620258e-10
14020,7.292358171065691e-13,-2.2448469004491923e-10
14030,4.218375756024365e-13,-2.2406285246931678e-10
14040,-1.8729531233730428e-13,-2.2425014778165408e-10
14050,-2.4588741189346567e-13,-2.2449603519354754e-10
14060,-4.306486562057302e-13,-2.2492668384975326e-10
14070,2.636102478345105e-13,-2.2466307360191874e-10
14080,-4.34151082480669e-13,-2.2509722468439942e-10
14090,-1.0244519188903019e-12,-2.2612167660328973e-10
14100,8.809521805551038e-13,-2.2524072442273463e-10
14110,1.1162295068917707e-12,-2.2412449491584287e-10
14120,1.36633227342623e-12,-2.2275816264241664e-10
14130,-1.113769642260986e-12,-2.2387193228467762e-10
14140,-4.239499103549164e-13,-2.2429588219503255e-10
14150,6.41001549974383e-13,-2.2365488064505816e-10
14160,9.798275127132547e-13,-2.226750531323449e-10
14170,-7.620170927742434e-14,-2.2275125484162233e-10
14180,-3.147642858568341e-13,-2.2306601912747915e-10
14190,6.868208770829398e-13,-2.223791982503962e-10
14200,1.474028407349545e-12,-2.2090516984304667e-10
14210,1.215258065817005e-12,-2.1968991177722966e-10
14220,6.352898182127349e-16,-2.1968927648741143e-10
14230,-1.382834019625321e-12,-2.2107211050703675e-10
14240,6.872288783232862e-13,-2.2038488162871347e-10
14250,2.0058626401440508e-13,-2.2018429536469906e-10
14260,-6.683091260621405e-13,-2.208526044907612e-10
14270,2.2138153248728868e-13,-2.2063122295827391e-10
14280,-2.857711023600293e-13,-2.2091699406063395e-10
14290,5.971178167539792e-13,-2.2031987624387996e-10
14300,-9.843241382802447e-13,-2.213042003821602e-10
14310,6.552344052774088e-13,-2.206489659768828e-10
14320,-5.249148100882657e-13,-2.2117388078697107e-10
14330,6.48422696480156e-13,-2.205254580904909e-10
14340,-8.974364829758997e-13,-2.2142289457346682e-10
14350,-1.6346225425785715e-13,-2.215863568277247e-10
14360,-5.52895490126865e-13,-2.2213925231785155e-10
14370,5.800030516845129e-13,-2.2155924926616703e-10
14380,-8.008573824184177e-13,-2.2236010664858546e-10
14390,-4.4758704475041086e-13,-2.2280769369333587e-10
14400,3.2114866118351604e-13,-2.2248654503215234e-10
14410,9.77791587653895e-13,-2.2150875344449844e-10
14420,-4.3935043752341116e-13,-2.2194810388202185e-10
14430,-1.1241137041991124e-12,-2.2307221758622095e-10
14440,-8.583507817286154e-13,-2.2393056836794957e-10
14450,-1.0178828908920354e-12,-2.2494845125884162e-10
14460,-5.875616022924625e-13,-2.2553601286113408e-10
14470,1.99584119832341e-14,-2.2551605444915085e-10
14480,1.672936391079294e-13,-2.2534876081004291e-10
14490,1.376740164133511e-12,-2.2397202064590942e-10
14500,-6.548441288272155e-13,-2.2462686477473664e-10
14510,-3.005561338423264e-13,-2.2492742090857896e-10
14520,-4.5273482609289824e-13,-2.2538015573467185e-10
14530,-3.892207721621392e-13,-2.25769376506834e-10
14540,6.300972634365014e-14,-2.2570636678049035e-10
14550,2.786094807574499e-13,-2.254277572997329e-10
14560,9.530046761553368e-13,-2.2447475262357758e-10
14570,-9.305471761562776e-13,-2.2540529979973386e-10
14580,2.385597002143504e-13,-2.251667400995195e-10
14590,1.1054221527297649e-12,-2.2406131794678974e-10
14600,1.7388487891476799e-12,-2.2232246915764208e-10
14610,4.526443739873479e-13,-2.2186982478365474e-10
14620,1.3966329061003768e-12,-2.2047319187755436e-10
14630,3.402319331473825e-13,-2.2013295994440697e-10
14640,-4.809475573136723e-13,-2.2061390750172065e-10
14650,-1.3405084290910974e-12,-2.2195441593081175e-10
14660,7.434514443766205e-13,-2.2121096448643513e-10
14670,-7.715890586677078e-13,-2.2198255354510283e-10
14680,3.007165651001094e-13,-2.2168183698000273e-10
14690,-6.315852893415229e-13,-2.2231342226934425e-10
14700,-9.602119099181378e-13,-2.2327363417926238e-10
14710,-1.24137126957238e-12,-2.2451500544883476e-10
14720,-5.148009186327278e-13,-2.250298063674675e-10
14730,6.737738824615832e-13,-2.243560324850059e-10
14740,-4.0854200824795707e-13,-2.2476457449325385e-10
14750,-3.3424270077501617e-13,-2.2509881719402887e-10
14760,-8.825810708467956e-13,-2.2598139826487566e-10
14770,3.195581133867234e-13,-2.2566184015148893e-10
14780,-2.335391100252319e-13,-2.2589537926151415e-10
14790,1.826507628887697e-13,-2.257127284986254e-10
14800,8.749538374042594e-14,-2.2562523311488495e-10
14810,1.352721404745294e-13,-2.2548996097441043e-10
14820,6.062615540535811e-15,-2.254838983588699e-10
14830,-3.6385948239123065e-14,-2.2552028430710902e-10
14840,-7.496209116608303e-13,-2.2626990521876986e-10
14850,-1.1394676445147804e-12,-2.2740937286328463e-10
14860,-4.556097185879685e-13,-2.278649825818726e-10
14870,9.131970785051067e-13,-2.269517855033675e-10
14880,-1.1041939054740904e-12,-2.280559794088416e-10
14890,-7.480897269919818e-13,-2.2880406913583357e-10
14900,-7.297511405557231e-13,-2.2953382027638929e-10
14910,-3.247436953056189e-13,-2.298585639716949e-10
14920,-8.827628226528273e-13,-2.3074132679434775e-10
14930,-1.2702384921021314e-12,-2.3201156528644988e-10
14940,-9.52328533428227e-13,-2.329638938198781e-10
14950,-4.369751051409584e-13,-2.3340086892501907e-10
14960,-1.0675811213937922e-12,-2.344684500464129e-10
14970,-8.077398814032495e-13,-2.3527618992781616e-10
14980,-1.1123222614630083e-12,-2.3638851218927916e-10
14990,-6.937752937052682e-13,-2.370822874829844e-10
15000,-2.0629406630449093e-13,-2.372885815492889e-10
15010,-1.5059848594226137e-12,-2.387945664087115e-10
15020,-1.4921093133759141e-13,-2.389437773400491e-10
15030,-2.1652857057314536e-12,-2.4110906304578056e-10
15040,-9.933882663199737e-13,-2.4210245131210054e-10
15050,-6.334079514868302e-13,-2.4273585926358736e-10
15060,-1.9079428288111334e-12,-2.446438020923985e-10
15070,-4.271593615623583e-13,-2.4507096145396085e-10
15080,2.059298486365963e-12,-2.430116629675949e-10
15090,-1.7729061903517809e-12,-2.447845691579467e-10
15100,1.0634237868252384e-12,-2.4372114537112145e-10
15110,-1.523607286504856e-12,-2.452447526576263e-10
15120,1.524067787528469e-12,-2.437206848700978e-10
15130,2.0632291838429927e-13,-2.4351436195171353e-10
15140,1.9128472333245876e-12,-2.4160151471838895e-10
15150,3.833414456172975e-13,-2.4121817327277167e-10
15160,-2.1618624570457347e-12,-2.433800357298174e-10
15170,-1.3140272289762675e-13,-2.4351143845271505e-10
15180,2.516089475681833e-12,-2.4099534897703324e-10
15190,2.678913760868321e-12,-2.3831643521616494e-10
15200,1.1709964367122738e-12,-2.3714543877945267e-10
15210,-1.266957493940178e-12,-2.3841239627339283e-10
15220,1.1479008980359811e-12,-2.3726449537535686e-10
15230,2.1245342001540612e-12,-2.351399611752028e-10
15240,1.64770677627651e-12,-2.3349225439892626e-10
15250,1.2758273829146894e-12,-2.3221642701601157e-10
15260,1.1374783972367072e-12,-2.3107894861877487e-10
15270,1.0524648948012033e-12,-2.3002648372397367e-10
15280,6.603754248463093e-13,-2.2936610829912736e-10
15290,5.699123555207412e-13,-2.2879619594360663e-10
15300,1.2396669765485471e-12,-2.2755652896705807e-10
15310,7.870743978873896e-13,-2.2676945456917067e-10
15320,1.7035951606691647e-12,-2.250658594085015e-10
15330,1.6581666243404394e-12,-2.2340769278416106e-10
15340,-1.1613608461820306e-12,-2.2456905363034308e-10
15350,-1.1627446694694718e-13,-2.2468532809729003e-10
15360,1.2087243584324726e-12,-2.2347660373885755e-10
15370,2.15256275940975e-12,-2.2132404097944778e-10
15380,1.7014958135913483e-12,-2.1962254516585644e-10
15390,-9.893731717193014e-13,-2.2061191833757573e-10
15400,2.1410971512394274e-12,-2.1847082118633629e-10
15410,-2.486943800658107e-12,-2.209577649869944e-10
15420,1.8404789678095395e-13,-2.2077371709021345e-10
15430,-2.798614859295525e-12,-2.2357233194950898e-10
15440,-1.595546242154759e-12,-2.2516787819166373e-10
15450,-2.8402864401293553e-12,-2.2800816463179308e-10
15460,1.933457837696016e-12,-2.2607470679409705e-10
15470,-2.484032499271792e-12,-2.2855873929336884e-10
15480,-1.645308737362832e-12,-2.3020404803073167e-10
15490,-2.0993051627978096e-12,-2.3230335319352948e-10
15500,-1.6291253955384573e-12,-2.339324785890679e-10
15510,-2.6952653992081364e-12,-2.3662774398827604e-10
15520,-1.6181062604611308e-12,-2.382458502487372e-10
15530,-2.0307303186195508e-12,-2.4027658056735676e-10
15540,8.431194419242141e-13,-2.3943346112543255e-10
15550,-1.5937285374319891e-12,-2.4102718966286454e-10
15560,-9.389945743585134e-13,-2.4196618423722306e-10
15570,-1.055087503089045e-12,-2.430212717403121e-10
15580,8.998937020090165e-13,-2.4212137803830306e-10
15590,-2.311122259052758e-14,-2.421444892608936e-10
15600,3.3914328336854413e-13,-2.4180534597752504e-10
15610,-1.11448725758149e-13,-2.419167947032832e-10
15620,3.206762695210019e-13,-2.415961184337622e-10
15630,5.437301369566636e-14,-2.4154174542006655e-10
15640,5.350808723227291e-13,-2.410066645477438e-10
15650,-2.402237737198137e-13,-2.412468883214636e-10
15660,6.587557884752003e-13,-2.405881325329884e-10
15670,3.6107708043691523e-13,-2.402270554525515e-10
15680,4.825897591213949e-13,-2.3974446569343014e-10
15690,-2.005433054363265e-13,-2.3994500899886644e-10
15700,-9.91843285119547e-14,-2.400441933273784e-10
15710,2.9785291295632754e-13,-2.397463404144221e-10
15720,6.39538603662305e-13,-2.391068018107598e-10
15730,3.658286938014864e-13,-2.3874097311695833e-10
15740,7.989526318007065e-13,-2.379420204851576e-10
15750,3.332447974908948e-13,-2.376087756876667e-10
15760,-9.040333253834367e-13,-2.3851280901305017e-10
15770,-9.037375091178638e-13,-2.3941654652216805e-10
15780,-1.4183878282024174e-12,-2.4083493435037044e-10
15790,-1.5357459550182294e-12,-2.4237068030538866e-10
15800,-4.95368487255889e-13,-2.4286604879264453e-10
15810,9.651106904499522e-13,-2.4190093810219457e-10
15820,-1.401779741675201e-12,-2.4330271784386977e-10
15830,-1.6672258584687537e-12,-2.4496994370233854e-10
15840,-2.3084890388523145e-12,-2.4727843274119087e-10
15850,-2.505822143714618e-12,-2.497842548849055e-10
15860,-1.9755692265303582e-12,-2.5175982411143583e-10
15870,7.730247614155012e-13,-2.5098679935002034e-10
15880,-1.4410040606235894e-12,-2.524278034106439e-10
15890,-1.965729721877705e-12,-2.543935331325216e-10
15900,-2.11910328276844e-12,-2.5651263641529003e-10
15910,-1.7020827338652532e-12,-2.5821471914915527e-10
15920,-1.1478227312533433e-12,-2.593625418804086e-10
15930,-1.6202912612165352e-12,-2.6098283314162515e-10
15940,2.406743976339585e-14,-2.6095876570186174e-10
15950,1.2236476681828833e-12,-2.597351180336789e-10
15960,-4.1899834770059116e-13,-2.601541163813795e-10
15970,-1.0373264106403442e-12,-2.611914427920198e-10
15980,-8.762397377605906e-13,-2.620676825297804e-10
15990,-2.3553641569599638e-14,-2.6209123617135e-10
16000,1.872510898851664e-13,-2.619039850814648e-10
16010,4.4805347450661113e-13,-2.614559316069582e-10
16020,-2.2482356030768346e-13,-2.6168075516726587e-10
16030,-5.482970525632628e-14,-2.617355848725222e-10
16040,-7.492794706490194e-13,-2.624848643431712e-10
16050,4.552409531478313e-13,-2.620296233900234e-10
16060,4.085359920797567e-13,-2.616210873979436e-10
16070,-3.919954755852247e-13,-2.6201308287352885e-10
16080,-1.0011443311533558e-12,-2.630142272046822e-10
16090,5.165340507780735e-13,-2.6249769315390414e-10
16100,3.023180729191197e-13,-2.62195375080985e-10
16110,4.586176836767006e-13,-2.617367573973083e-10
16120,-7.580900192970273e-13,-2.6249484741660533e-10
16130,-9.873268213750251e-13,-2.6348217423798036e-10
16140,-1.217332139074369e-12,-2.646995063770547e-10
16150,-2.0013060306216946e-14,-2.647195194373609e-10
16160,4.1862853122208434e-14,-2.646776565842387e-10
16170,-1.3211940719072517e-12,-2.6599885065614593e-10
16180,-1.447585465327643e-12,-2.6744643612147357e-10
16190,-1.1667852863763856e-12,-2.6861322140784997e-10
16200,-2.90595974891044e-14,-2.6864228100533907e-10
16210,4.576774630811899e-13,-2.681846035422579e-10
16220,-8.21332981040145e-13,-2.6900593652329805e-10
16230,-1.3152331560305526e-12,-2.703211696793286e-10
16240,-5.732545531737589e-13,-2.7089442423250233e-10
16250,-5.561853899973373e-13,-2.7145060962249964e-10
16260,-1.9106299052220314e-12,-2.7336123952772166e-10
16270,-1.7407632555270892e-12,-2.7510200278324876e-10
16280,-1.284393503781238e-12,-2.7638639628703e-10
16290,-1.806737448528098e-12,-2.7819313373555807e-10
16300,-1.5632576053373667e-12,-2.797563913408954e-10
16310,-7.035371120228746e-13,-2.804599284529183e-10
16320,-1.123858421542947e-12,-2.8158378687446125e-10
16330,-1.85785312932911e-12,-2.8344164000379037e-10
16340,-1.229618648177103e-12,-2.8467125865196747e-10
16350,-1.0858560464747316e-12,-2.857571146984422e-10
16360,-8.582214437067807e-13,-2.8661533614214896e-10
16370,-4.999280478161971e-13,-2.8711526418996517e-10
16380,-1.7831459153755688e-12,-2.8889841010534073e-10
16390,-1.221397881375307e-12,-2.90119807986716e-10
16400,-1.5414921715377174e-12,-2.916613001582537e-10
16410,3.8259955842713705e-13,-2.9127870059982656e-10
16420,-3.536673319923108e-13,-2.916323679318189e-10
16430,-9.639966177484408e-13,-2.925963645495673e-10
16440,-1.0940472509887177e-12,-2.9369041180055605e-10
16450,-5.321951029350257e-13,-2.942226069034911e-10
16460,-9.490236275361e-13,-2.951716305310272e-10
16470,-7.525716846700383e-13,-2.9592420221569725e-10
16480,-7.395966147134162e-13,-2.9666379883041067e-10
16490,8.099753879569922e-13,-2.958538234424537e-10
16500,5.042306165911738e-13,-2.9534959282586254e-10
16510,-4.937955564187815e-13,-2.958433883822813e-10
16520,-3.7905357895754813e-13,-2.9622244196123887e-10
16530,-1.2487626095396609e-12,-2.974712045707785e-10
16540,-4.802015412986884e-13,-2.979514061120772e-10
16550,1.3814524363860629e-12,-2.965699536756912e-10
16560,1.0712405946465682e-12,-2.954987130810446e-10
16570,-1.8313568520379011e-13,-2.956818487662484e-10
16580,-8.267942232013336e-13,-2.9650864298944974e-10
16590,-9.091728510718917e-13,-2.974178158405216e-10
16600,-5.475966062007945e-13,-2.979654124467224e-10
16610,-1.373278815280727e-13,-2.981027403282505e-10
16620,2.5235601459002365e-13,-2.9785038431366045e-10
16630,-5.558266678128178e-13,-2.9840621098147325e-10
16640,-8.384348968356115e-13,-2.9924464587830886e-10
16650,-3.546345730449851e-13,-2.995992804513538e-10
16660,-4.110745561477637e-13,-3.0001035500750156e-10
16670,1.1460066039459768e-12,-2.9886434840355556e-10
16680,-8.550805758581595e-13,-2.997194289794137e-10
16690,7.047051168835398e-13,-2.990147238625302e-10
16700,-9.305927092633195e-13,-2.999453165717935e-10
16710,-1.0456396214625003e-12,-3.00990956193256e-10
16720,-4.215149330307029e-13,-3.014124711262867e-10
16730,-7.242818758006817e-14,-3.0148489931386675e-10
16740,-1.1949970970668151e-12,-3.026798964109336e-10
16750,-6.823739318181282e-13,-3.033622703427517e-10
16760,1.0225610523530637e-12,-3.0233970929039863e-10
16770,-2.104099294757778e-12,-3.044438085851564e-10
16780,-2.235432279554519e-12,-3.0667924086471093e-10
16790,-7.160853309892097e-13,-3.073953261957001e-10
16800,-9.433567358460914e-13,-3.083386829315462e-10
16810,-1.4071303582231504e-12,-3.0974581328976935e-10
16820,-2.2086885474935453e-12,-3.119545018372629e-10
16830,5.106284427881032e-13,-3.114438733944748e-10
16840,8.672542932206377e-13,-3.1057661910125417e-10
16850,7.191054352854175e-13,-3.0985751366596876e-10
16860,-7.629618065738198e-13,-3.106204754725426e-10
16870,1.1346628061832273e-12,-3.0948581266635935e-10
16880,1.489170657320114e-12,-3.0799664200903926e-10
16890,1.0006392222328854e-12,-3.0699600278680637e-10
16900,-1.1727064867764661e-12,-3.0816870927358283e-10
16910,-1.1315453244740263e-12,-3.0930025459805687e-10
16920,-1.03030796756766e-12,-3.103305625656245e-10
16930,1.6438754413085118e-13,-3.1016617502149366e-10
16940,8.064756251040361e-13,-3.093596993963896e-10
16950,7.091132557719484e-13,-3.086505861406177e-10
16960,-5.329779538304003e-13,-3.091835640944481e-10
16970,-1.5551624745011333e-13,-3.093390803418982e-10
16980,5.024243595286096e-13,-3.0883665598236955e-10
16990,1.894569798026009e-12,-3.0694208618434356e-10
17000,-3.356663338679171e-13,-3.072777525182115e-10
17010,3.558662463516105e-13,-3.0692188627185986e-10
17020,1.1926143546100308e-12,-3.057292719172498e-10
17030,6.906656927369211e-13,-3.050386062245129e-10
17040,8.92085082559815e-13,-3.0414652114195307e-10
17050,-5.762699491064833e-13,-3.0472279109105953e-10
